LocalTime, GPSTime, ESSID, BSSID, Power, Security, Latitude, Longitude, Latitude Error, Longitude Error, Type
2025-10-30 19:41:48,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:41:48,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:41:48,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-42, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:41:48,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:41:48,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:41:48,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:41:48,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:41:48,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:41:48,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:41:49,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:41:49,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:41:49,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:41:49,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-39, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:41:49,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-39, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:41:49,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-38, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:41:49,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-39, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:41:49,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-38, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:41:49,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-38, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:41:49,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-38, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:41:50,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-38, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:41:50,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-39, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:41:50,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-38, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:41:50,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-38, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:41:50,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-38, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:41:50,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-38, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:41:50,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-38, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:41:50,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:41:50,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-38, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:41:51,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-38, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:41:51,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-38, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:41:51,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-38, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:41:51,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-38, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:41:51,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-38, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:41:51,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-38, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:41:51,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-38, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:41:51,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-38, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:41:51,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-39, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:41:51,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-38, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:41:52,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-39, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:41:52,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-38, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:41:52,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-38, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:41:52,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-38, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:41:52,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-38, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:41:52,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-38, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:41:52,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-38, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:41:52,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-39, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:41:52,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-39, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:41:52,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-39, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:41:53,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-39, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:41:53,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-38, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:41:53,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-39, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:41:53,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-39, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:42:00,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:42:22,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:42:23,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-39, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:42:24,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-39, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:42:24,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-39, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:42:28,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-39, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:42:35,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-38, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:42:37,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:42:49,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:42:52,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:43:10,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:43:13,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-39, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:43:15,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:43:17,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-42, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:43:23,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:43:25,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-42, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:43:25,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:43:30,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-39, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:43:30,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:43:30,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:43:36,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:43:37,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:43:37,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:43:37,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:43:37,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:43:37,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:43:37,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:43:37,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:43:37,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-45, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:43:38,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:43:38,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:43:38,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:43:38,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:43:38,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:43:38,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:43:38,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:43:38,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:43:38,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-10-30 19:43:38,1900-01-00 00:00:00,AOBARULHO,70:4F:57:70:B6:5A,-45, WPA2 ,0.000000,0.000000,0.000,0.000,AP
